date,quote,rate_per_usd,source,retrieved_at
2024-03-04,KRW,1332.23,ecb,2026-09-15
2024-03-05,JPY,150.25,ecb,2026-09-15
2024-03-05,KRW,1334.67,ecb,2026-09-15
2024-03-06,JPY,149.60,ecb,2026-09-15
2024-03-06,KRW,1333.83,ecb,2026-09-15
2024-03-07,JPY,147.86,ecb,2026-09-15
2024-03-07,KRW,1327.83,ecb,2026-09-15
2024-03-08,JPY,147.26,ecb,2026-09-15
2024-03-08,KRW,1318.98,ecb,2026-09-15
2024-03-11,JPY,146.83,ecb,2026-09-15
2024-03-11,KRW,1311.06,ecb,2026-09-15
2024-03-12,JPY,147.85,ecb,2026-09-15
2024-03-12,KRW,1312.90,ecb,2026-09-15
2024-03-13,JPY,147.94,ecb,2026-09-15
2024-03-13,KRW,1315.49,ecb,2026-09-15
2024-03-14,JPY,148.01,ecb,2026-09-15
2024-03-14,KRW,1319.21,ecb,2026-09-15
2024-03-15,JPY,148.76,ecb,2026-09-15
2024-03-15,KRW,1330.07,ecb,2026-09-15
2024-03-18,JPY,149.20,ecb,2026-09-15
2024-03-18,KRW,1333.78,ecb,2026-09-15
2024-03-19,JPY,150.52,ecb,2026-09-15
2024-03-19,KRW,1338.93,ecb,2026-09-15
2024-03-20,JPY,151.73,ecb,2026-09-15
2024-03-20,KRW,1340.70,ecb,2026-09-15
2024-03-21,JPY,151.24,ecb,2026-09-15
2024-03-21,KRW,1328.51,ecb,2026-09-15
2024-03-22,JPY,151.29,ecb,2026-09-15
2024-03-22,KRW,1343.08,ecb,2026-09-15
2024-03-25,JPY,151.16,ecb,2026-09-15
2024-03-25,KRW,1341.38,ecb,2026-09-15
2024-03-26,JPY,151.45,ecb,2026-09-15
2024-03-26,KRW,1341.09,ecb,2026-09-15
2024-03-27,JPY,151.18,ecb,2026-09-15
2024-03-27,KRW,1351.06,ecb,2026-09-15
2024-03-28,JPY,151.19,ecb,2026-09-15
2024-03-28,KRW,1349.25,ecb,2026-09-15
2024-04-02,JPY,151.65,ecb,2026-09-15
2024-04-02,KRW,1351.97,ecb,2026-09-15
2024-04-03,JPY,151.78,ecb,2026-09-15
2024-04-03,KRW,1350.31,ecb,2026-09-15
2024-04-04,JPY,151.76,ecb,2026-09-15
2024-04-04,KRW,1347.64,ecb,2026-09-15
2024-04-05,JPY,151.37,ecb,2026-09-15
2024-04-05,KRW,1350.51,ecb,2026-09-15
2024-04-08,JPY,151.93,ecb,2026-09-15
2024-04-08,KRW,1356.71,ecb,2026-09-15
2024-04-09,JPY,151.81,ecb,2026-09-15
2024-04-09,KRW,1353.62,ecb,2026-09-15
2024-04-10,JPY,151.83,ecb,2026-09-15
2024-04-10,KRW,1351.13,ecb,2026-09-15
2024-04-11,JPY,153.02,ecb,2026-09-15
2024-04-11,KRW,1369.48,ecb,2026-09-15
2024-04-12,JPY,153.17,ecb,2026-09-15
2024-04-12,KRW,1379.83,ecb,2026-09-15
2024-04-15,JPY,153.95,ecb,2026-09-15
2024-04-15,KRW,1383.06,ecb,2026-09-15
2024-04-16,JPY,154.69,ecb,2026-09-15
2024-04-16,KRW,1392.89,ecb,2026-09-15
2024-04-17,JPY,154.67,ecb,2026-09-15
2024-04-17,KRW,1383.64,ecb,2026-09-15
2024-04-18,JPY,154.34,ecb,2026-09-15
2024-04-18,KRW,1374.11,ecb,2026-09-15
2024-04-19,JPY,154.59,ecb,2026-09-15
2024-04-19,KRW,1379.04,ecb,2026-09-15
2024-04-22,JPY,154.73,ecb,2026-09-15
2024-04-22,KRW,1380.40,ecb,2026-09-15
2024-04-23,JPY,154.80,ecb,2026-09-15
2024-04-23,KRW,1378.31,ecb,2026-09-15
2024-04-24,JPY,154.94,ecb,2026-09-15
2024-04-24,KRW,1375.55,ecb,2026-09-15
2024-04-25,JPY,155.56,ecb,2026-09-15
2024-04-25,KRW,1374.28,ecb,2026-09-15
2024-04-26,JPY,156.83,ecb,2026-09-15
2024-04-26,KRW,1376.38,ecb,2026-09-15
2024-04-29,JPY,156.28,ecb,2026-09-15
2024-04-29,KRW,1377.01,ecb,2026-09-15
2024-04-30,JPY,157.00,ecb,2026-09-15
2024-04-30,KRW,1380.55,ecb,2026-09-15
2024-05-02,JPY,154.82,ecb,2026-09-15
2024-05-02,KRW,1374.47,ecb,2026-09-15
2024-05-03,JPY,153.22,ecb,2026-09-15
2024-05-03,KRW,1359.12,ecb,2026-09-15
2024-05-06,JPY,153.77,ecb,2026-09-15
2024-05-06,KRW,1354.86,ecb,2026-09-15
2024-05-07,JPY,154.61,ecb,2026-09-15
2024-05-07,KRW,1358.40,ecb,2026-09-15
2024-05-08,JPY,155.59,ecb,2026-09-15
2024-05-08,KRW,1365.05,ecb,2026-09-15
2024-05-09,JPY,155.91,ecb,2026-09-15
2024-05-09,KRW,1371.20,ecb,2026-09-15
2024-05-10,JPY,155.74,ecb,2026-09-15
2024-05-10,KRW,1366.29,ecb,2026-09-15
2024-05-13,JPY,155.86,ecb,2026-09-15
2024-05-13,KRW,1367.31,ecb,2026-09-15
2024-05-14,JPY,156.44,ecb,2026-09-15
2024-05-14,KRW,1367.69,ecb,2026-09-15
2024-05-15,JPY,155.49,ecb,2026-09-15
2024-05-15,KRW,1358.87,ecb,2026-09-15
2024-05-16,JPY,154.91,ecb,2026-09-15
2024-05-16,KRW,1346.44,ecb,2026-09-15
2024-05-17,JPY,155.81,ecb,2026-09-15
2024-05-17,KRW,1357.02,ecb,2026-09-15
2024-05-20,JPY,155.83,ecb,2026-09-15
2024-05-20,KRW,1360.20,ecb,2026-09-15
2024-05-21,JPY,156.35,ecb,2026-09-15
2024-05-21,KRW,1362.81,ecb,2026-09-15
2024-05-22,JPY,156.55,ecb,2026-09-15
2024-05-22,KRW,1367.45,ecb,2026-09-15
2024-05-23,JPY,156.53,ecb,2026-09-15
2024-05-23,KRW,1360.48,ecb,2026-09-15
2024-05-24,JPY,157.08,ecb,2026-09-15
2024-05-24,KRW,1365.72,ecb,2026-09-15
2024-05-27,JPY,156.85,ecb,2026-09-15
2024-05-27,KRW,1363.12,ecb,2026-09-15
2024-05-28,JPY,156.72,ecb,2026-09-15
2024-05-28,KRW,1358.00,ecb,2026-09-15
2024-05-29,JPY,157.26,ecb,2026-09-15
2024-05-29,KRW,1367.43,ecb,2026-09-15
2024-05-30,JPY,156.73,ecb,2026-09-15
2024-05-30,KRW,1376.48,ecb,2026-09-15
2024-05-31,JPY,157.13,ecb,2026-09-15
2024-05-31,KRW,1383.26,ecb,2026-09-15
2024-06-03,JPY,156.88,ecb,2026-09-15
2024-06-03,KRW,1377.27,ecb,2026-09-15
2024-06-04,JPY,154.89,ecb,2026-09-15
2024-06-04,KRW,1376.63,ecb,2026-09-15
2024-06-05,JPY,156.11,ecb,2026-09-15
2024-06-05,KRW,1371.73,ecb,2026-09-15
2024-06-06,JPY,156.23,ecb,2026-09-15
2024-06-06,KRW,1368.10,ecb,2026-09-15
2024-06-07,JPY,155.55,ecb,2026-09-15
2024-06-07,KRW,1367.20,ecb,2026-09-15
2024-06-10,JPY,156.88,ecb,2026-09-15
2024-06-10,KRW,1375.35,ecb,2026-09-15
2024-06-11,JPY,157.00,ecb,2026-09-15
2024-06-11,KRW,1378.59,ecb,2026-09-15
2024-06-12,JPY,157.32,ecb,2026-09-15
2024-06-12,KRW,1376.08,ecb,2026-09-15
2024-06-13,JPY,157.25,ecb,2026-09-15
2024-06-13,KRW,1374.55,ecb,2026-09-15
2024-06-14,JPY,157.03,ecb,2026-09-15
2024-06-14,KRW,1385.74,ecb,2026-09-15
2024-06-17,JPY,157.87,ecb,2026-09-15
2024-06-17,KRW,1382.23,ecb,2026-09-15
2024-06-18,JPY,158.11,ecb,2026-09-15
2024-06-18,KRW,1385.04,ecb,2026-09-15
2024-06-19,JPY,157.95,ecb,2026-09-15
2024-06-19,KRW,1380.83,ecb,2026-09-15
2024-06-20,JPY,158.43,ecb,2026-09-15
2024-06-20,KRW,1388.20,ecb,2026-09-15
2024-06-21,JPY,158.89,ecb,2026-09-15
2024-06-21,KRW,1389.02,ecb,2026-09-15
2024-06-24,JPY,159.52,ecb,2026-09-15
2024-06-24,KRW,1388.23,ecb,2026-09-15
2024-06-25,JPY,159.45,ecb,2026-09-15
2024-06-25,KRW,1391.67,ecb,2026-09-15
2024-06-26,JPY,160.37,ecb,2026-09-15
2024-06-26,KRW,1392.14,ecb,2026-09-15
2024-06-27,JPY,160.49,ecb,2026-09-15
2024-06-27,KRW,1386.23,ecb,2026-09-15
2024-06-28,JPY,160.62,ecb,2026-09-15
2024-06-28,KRW,1377.73,ecb,2026-09-15
2024-07-01,JPY,161.14,ecb,2026-09-15
2024-07-01,KRW,1382.42,ecb,2026-09-15
2024-07-02,JPY,161.53,ecb,2026-09-15
2024-07-02,KRW,1387.14,ecb,2026-09-15
2024-07-03,JPY,161.91,ecb,2026-09-15
2024-07-03,KRW,1389.91,ecb,2026-09-15
2024-07-04,JPY,160.96,ecb,2026-09-15
2024-07-04,KRW,1380.61,ecb,2026-09-15
2024-07-05,JPY,160.81,ecb,2026-09-15
2024-07-05,KRW,1380.97,ecb,2026-09-15
2024-07-08,JPY,160.93,ecb,2026-09-15
2024-07-08,KRW,1383.53,ecb,2026-09-15
2024-07-09,JPY,161.09,ecb,2026-09-15
2024-07-09,KRW,1383.40,ecb,2026-09-15
2024-07-10,JPY,161.47,ecb,2026-09-15
2024-07-10,KRW,1384.26,ecb,2026-09-15
2024-07-11,JPY,161.58,ecb,2026-09-15
2024-07-11,KRW,1380.05,ecb,2026-09-15
2024-07-12,JPY,158.74,ecb,2026-09-15
2024-07-12,KRW,1375.47,ecb,2026-09-15
2024-07-15,JPY,158.01,ecb,2026-09-15
2024-07-15,KRW,1382.85,ecb,2026-09-15
2024-07-16,JPY,158.37,ecb,2026-09-15
2024-07-16,KRW,1382.80,ecb,2026-09-15
2024-07-17,JPY,156.58,ecb,2026-09-15
2024-07-17,KRW,1379.26,ecb,2026-09-15
2024-07-18,JPY,156.47,ecb,2026-09-15
2024-07-18,KRW,1382.78,ecb,2026-09-15
2024-07-19,JPY,157.58,ecb,2026-09-15
2024-07-19,KRW,1387.85,ecb,2026-09-15
2024-07-22,JPY,156.87,ecb,2026-09-15
2024-07-22,KRW,1388.02,ecb,2026-09-15
2024-07-23,JPY,156.21,ecb,2026-09-15
2024-07-23,KRW,1386.36,ecb,2026-09-15
2024-07-24,JPY,154.16,ecb,2026-09-15
2024-07-24,KRW,1382.75,ecb,2026-09-15
2024-07-25,JPY,152.63,ecb,2026-09-15
2024-07-25,KRW,1379.90,ecb,2026-09-15
2024-07-26,JPY,154.55,ecb,2026-09-15
2024-07-26,KRW,1385.96,ecb,2026-09-15
2024-07-29,JPY,153.87,ecb,2026-09-15
2024-07-29,KRW,1383.39,ecb,2026-09-15
2024-07-30,JPY,154.85,ecb,2026-09-15
2024-07-30,KRW,1384.51,ecb,2026-09-15
2024-07-31,JPY,150.31,ecb,2026-09-15
2024-07-31,KRW,1372.33,ecb,2026-09-15
2024-08-01,JPY,150.76,ecb,2026-09-15
2024-08-01,KRW,1366.33,ecb,2026-09-15
2024-08-02,JPY,148.93,ecb,2026-09-15
2024-08-02,KRW,1365.73,ecb,2026-09-15
2024-08-05,JPY,142.24,ecb,2026-09-15
2024-08-05,KRW,1364.19,ecb,2026-09-15
2024-08-06,JPY,145.02,ecb,2026-09-15
2024-08-06,KRW,1378.00,ecb,2026-09-15
2024-08-07,JPY,147.06,ecb,2026-09-15
2024-08-07,KRW,1375.15,ecb,2026-09-15
2024-08-08,JPY,146.15,ecb,2026-09-15
2024-08-08,KRW,1375.90,ecb,2026-09-15
2024-08-09,JPY,146.86,ecb,2026-09-15
2024-08-09,KRW,1365.82,ecb,2026-09-15
2024-08-12,JPY,147.60,ecb,2026-09-15
2024-08-12,KRW,1370.78,ecb,2026-09-15
2024-08-13,JPY,147.44,ecb,2026-09-15
2024-08-13,KRW,1371.27,ecb,2026-09-15
2024-08-14,JPY,147.00,ecb,2026-09-15
2024-08-14,KRW,1355.60,ecb,2026-09-15
2024-08-15,JPY,147.25,ecb,2026-09-15
2024-08-15,KRW,1357.99,ecb,2026-09-15
2024-08-16,JPY,148.01,ecb,2026-09-15
2024-08-16,KRW,1355.81,ecb,2026-09-15
2024-08-19,JPY,146.02,ecb,2026-09-15
2024-08-19,KRW,1336.90,ecb,2026-09-15
2024-08-20,JPY,146.32,ecb,2026-09-15
2024-08-20,KRW,1333.76,ecb,2026-09-15
2024-08-21,JPY,145.97,ecb,2026-09-15
2024-08-21,KRW,1336.41,ecb,2026-09-15
2024-08-22,JPY,146.06,ecb,2026-09-15
2024-08-22,KRW,1338.79,ecb,2026-09-15
2024-08-23,JPY,146.00,ecb,2026-09-15
2024-08-23,KRW,1336.98,ecb,2026-09-15
2024-08-26,JPY,144.17,ecb,2026-09-15
2024-08-26,KRW,1326.85,ecb,2026-09-15
2024-08-27,JPY,144.45,ecb,2026-09-15
2024-08-27,KRW,1331.18,ecb,2026-09-15
2024-08-28,JPY,144.44,ecb,2026-09-15
2024-08-28,KRW,1335.84,ecb,2026-09-15
2024-08-29,JPY,144.62,ecb,2026-09-15
2024-08-29,KRW,1329.67,ecb,2026-09-15
2024-08-30,JPY,145.39,ecb,2026-09-15
2024-08-30,KRW,1333.63,ecb,2026-09-15
2024-09-02,JPY,146.97,ecb,2026-09-15
2024-09-02,KRW,1339.23,ecb,2026-09-15
2024-09-03,JPY,146.14,ecb,2026-09-15
2024-09-03,KRW,1342.30,ecb,2026-09-15
2024-09-04,JPY,145.03,ecb,2026-09-15
2024-09-04,KRW,1340.72,ecb,2026-09-15
2024-09-05,JPY,143.46,ecb,2026-09-15
2024-09-05,KRW,1335.08,ecb,2026-09-15
2024-09-06,JPY,143.14,ecb,2026-09-15
2024-09-06,KRW,1330.54,ecb,2026-09-15
2024-09-09,JPY,143.56,ecb,2026-09-15
2024-09-09,KRW,1345.18,ecb,2026-09-15
2024-09-10,JPY,143.06,ecb,2026-09-15
2024-09-10,KRW,1342.21,ecb,2026-09-15
2024-09-11,JPY,141.81,ecb,2026-09-15
2024-09-11,KRW,1338.86,ecb,2026-09-15
2024-09-12,JPY,142.54,ecb,2026-09-15
2024-09-12,KRW,1341.05,ecb,2026-09-15
2024-09-13,JPY,140.93,ecb,2026-09-15
2024-09-13,KRW,1330.39,ecb,2026-09-15
2024-09-16,JPY,139.91,ecb,2026-09-15
2024-09-16,KRW,1318.91,ecb,2026-09-15
2024-09-17,JPY,140.69,ecb,2026-09-15
2024-09-17,KRW,1317.59,ecb,2026-09-15
2024-09-18,JPY,141.98,ecb,2026-09-15
2024-09-18,KRW,1324.75,ecb,2026-09-15
2024-09-19,JPY,143.00,ecb,2026-09-15
2024-09-19,KRW,1328.05,ecb,2026-09-15
2024-09-20,JPY,144.26,ecb,2026-09-15
2024-09-20,KRW,1335.76,ecb,2026-09-15
2024-09-23,JPY,143.52,ecb,2026-09-15
2024-09-23,KRW,1337.01,ecb,2026-09-15
2024-09-24,JPY,143.84,ecb,2026-09-15
2024-09-24,KRW,1334.65,ecb,2026-09-15
2024-09-25,JPY,144.26,ecb,2026-09-15
2024-09-25,KRW,1330.59,ecb,2026-09-15
2024-09-26,JPY,144.13,ecb,2026-09-15
2024-09-26,KRW,1325.52,ecb,2026-09-15
2024-09-27,JPY,143.06,ecb,2026-09-15
2024-09-27,KRW,1310.95,ecb,2026-09-15
2024-09-30,JPY,142.75,ecb,2026-09-15
2024-09-30,KRW,1312.17,ecb,2026-09-15
2024-10-01,JPY,143.76,ecb,2026-09-15
2024-10-01,KRW,1320.58,ecb,2026-09-15
2024-10-02,JPY,144.76,ecb,2026-09-15
2024-10-02,KRW,1321.05,ecb,2026-09-15
2024-10-03,JPY,146.73,ecb,2026-09-15
2024-10-03,KRW,1334.26,ecb,2026-09-15
2024-10-04,JPY,146.60,ecb,2026-09-15
2024-10-04,KRW,1340.32,ecb,2026-09-15
2024-10-07,JPY,148.09,ecb,2026-09-15
2024-10-07,KRW,1344.13,ecb,2026-09-15
2024-10-08,JPY,147.96,ecb,2026-09-15
2024-10-08,KRW,1346.04,ecb,2026-09-15
2024-10-09,JPY,148.74,ecb,2026-09-15
2024-10-09,KRW,1344.37,ecb,2026-09-15
2024-10-10,JPY,148.97,ecb,2026-09-15
2024-10-10,KRW,1351.55,ecb,2026-09-15
2024-10-11,JPY,148.97,ecb,2026-09-15
2024-10-11,KRW,1350.92,ecb,2026-09-15
2024-10-14,JPY,149.69,ecb,2026-09-15
2024-10-14,KRW,1359.62,ecb,2026-09-15
2024-10-15,JPY,149.36,ecb,2026-09-15
2024-10-15,KRW,1359.93,ecb,2026-09-15
2024-10-16,JPY,149.19,ecb,2026-09-15
2024-10-16,KRW,1361.02,ecb,2026-09-15
2024-10-17,JPY,149.55,ecb,2026-09-15
2024-10-17,KRW,1370.17,ecb,2026-09-15
2024-10-18,JPY,150.04,ecb,2026-09-15
2024-10-18,KRW,1371.85,ecb,2026-09-15
2024-10-21,JPY,150.00,ecb,2026-09-15
2024-10-21,KRW,1378.17,ecb,2026-09-15
2024-10-22,JPY,150.84,ecb,2026-09-15
2024-10-22,KRW,1378.49,ecb,2026-09-15
2024-10-23,JPY,152.93,ecb,2026-09-15
2024-10-23,KRW,1385.29,ecb,2026-09-15
2024-10-24,JPY,151.95,ecb,2026-09-15
2024-10-24,KRW,1379.34,ecb,2026-09-15
2024-10-25,JPY,151.92,ecb,2026-09-15
2024-10-25,KRW,1389.46,ecb,2026-09-15
2024-10-28,JPY,152.69,ecb,2026-09-15
2024-10-28,KRW,1383.30,ecb,2026-09-15
2024-10-29,JPY,153.76,ecb,2026-09-15
2024-10-29,KRW,1388.90,ecb,2026-09-15
2024-10-30,JPY,153.41,ecb,2026-09-15
2024-10-30,KRW,1380.51,ecb,2026-09-15
2024-10-31,JPY,152.82,ecb,2026-09-15
2024-10-31,KRW,1378.47,ecb,2026-09-15
2024-11-01,JPY,152.08,ecb,2026-09-15
2024-11-01,KRW,1376.40,ecb,2026-09-15
2024-11-04,JPY,151.75,ecb,2026-09-15
2024-11-04,KRW,1373.78,ecb,2026-09-15
2024-11-05,JPY,152.27,ecb,2026-09-15
2024-11-05,KRW,1379.93,ecb,2026-09-15
2024-11-06,JPY,154.32,ecb,2026-09-15
2024-11-06,KRW,1403.37,ecb,2026-09-15
2024-11-07,JPY,153.65,ecb,2026-09-15
2024-11-07,KRW,1386.91,ecb,2026-09-15
2024-11-08,JPY,152.41,ecb,2026-09-15
2024-11-08,KRW,1388.24,ecb,2026-09-15
2024-11-11,JPY,153.81,ecb,2026-09-15
2024-11-11,KRW,1398.90,ecb,2026-09-15
2024-11-12,JPY,154.20,ecb,2026-09-15
2024-11-12,KRW,1405.43,ecb,2026-09-15
2024-11-13,JPY,154.96,ecb,2026-09-15
2024-11-13,KRW,1399.38,ecb,2026-09-15
2024-11-14,JPY,155.93,ecb,2026-09-15
2024-11-14,KRW,1403.95,ecb,2026-09-15
2024-11-15,JPY,155.31,ecb,2026-09-15
2024-11-15,KRW,1394.91,ecb,2026-09-15
2024-11-18,JPY,155.17,ecb,2026-09-15
2024-11-18,KRW,1397.36,ecb,2026-09-15
2024-11-19,JPY,153.82,ecb,2026-09-15
2024-11-19,KRW,1392.36,ecb,2026-09-15
2024-11-20,JPY,155.67,ecb,2026-09-15
2024-11-20,KRW,1395.95,ecb,2026-09-15
2024-11-21,JPY,154.41,ecb,2026-09-15
2024-11-21,KRW,1398.06,ecb,2026-09-15
2024-11-22,JPY,154.48,ecb,2026-09-15
2024-11-22,KRW,1406.48,ecb,2026-09-15
2024-11-25,JPY,154.02,ecb,2026-09-15
2024-11-25,KRW,1400.54,ecb,2026-09-15
2024-11-26,JPY,153.14,ecb,2026-09-15
2024-11-26,KRW,1395.45,ecb,2026-09-15
2024-11-27,JPY,151.60,ecb,2026-09-15
2024-11-27,KRW,1392.39,ecb,2026-09-15
2024-11-28,JPY,151.67,ecb,2026-09-15
2024-11-28,KRW,1396.59,ecb,2026-09-15
2024-11-29,JPY,150.20,ecb,2026-09-15
2024-11-29,KRW,1397.57,ecb,2026-09-15
2024-12-02,JPY,150.13,ecb,2026-09-15
2024-12-02,KRW,1404.33,ecb,2026-09-15
2024-12-03,JPY,149.64,ecb,2026-09-15
2024-12-03,KRW,1403.06,ecb,2026-09-15
2024-12-04,JPY,151.15,ecb,2026-09-15
2024-12-04,KRW,1417.54,ecb,2026-09-15
2024-12-05,JPY,150.40,ecb,2026-09-15
2024-12-05,KRW,1418.04,ecb,2026-09-15
2024-12-06,JPY,150.51,ecb,2026-09-15
2024-12-06,KRW,1419.74,ecb,2026-09-15
2024-12-09,JPY,150.83,ecb,2026-09-15
2024-12-09,KRW,1432.14,ecb,2026-09-15
2024-12-10,JPY,151.74,ecb,2026-09-15
2024-12-10,KRW,1431.85,ecb,2026-09-15
2024-12-11,JPY,152.61,ecb,2026-09-15
2024-12-11,KRW,1430.36,ecb,2026-09-15
2024-12-12,JPY,152.13,ecb,2026-09-15
2024-12-12,KRW,1430.72,ecb,2026-09-15
2024-12-13,JPY,153.50,ecb,2026-09-15
2024-12-13,KRW,1433.33,ecb,2026-09-15
2024-12-16,JPY,154.06,ecb,2026-09-15
2024-12-16,KRW,1437.56,ecb,2026-09-15
2024-12-17,JPY,153.98,ecb,2026-09-15
2024-12-17,KRW,1436.72,ecb,2026-09-15
2024-12-18,JPY,153.89,ecb,2026-09-15
2024-12-18,KRW,1438.15,ecb,2026-09-15
2024-12-19,JPY,156.87,ecb,2026-09-15
2024-12-19,KRW,1448.10,ecb,2026-09-15
2024-12-20,JPY,156.78,ecb,2026-09-15
2024-12-20,KRW,1446.29,ecb,2026-09-15
2024-12-23,JPY,157.18,ecb,2026-09-15
2024-12-23,KRW,1453.44,ecb,2026-09-15
2024-12-24,JPY,157.05,ecb,2026-09-15
2024-12-24,KRW,1458.37,ecb,2026-09-15
2024-12-27,JPY,157.79,ecb,2026-09-15
2024-12-27,KRW,1473.55,ecb,2026-09-15
2024-12-30,JPY,157.57,ecb,2026-09-15
2024-12-30,KRW,1473.70,ecb,2026-09-15
2024-12-31,JPY,156.95,ecb,2026-09-15
2024-12-31,KRW,1474.78,ecb,2026-09-15
2025-01-02,JPY,157.00,ecb,2026-09-15
2025-01-02,KRW,1467.95,ecb,2026-09-15
2025-01-03,JPY,157.07,ecb,2026-09-15
2025-01-03,KRW,1468.78,ecb,2026-09-15
2025-01-06,JPY,156.58,ecb,2026-09-15
2025-01-06,KRW,1456.21,ecb,2026-09-15
2025-01-07,JPY,157.66,ecb,2026-09-15
2025-01-07,KRW,1450.35,ecb,2026-09-15
2025-01-08,JPY,158.41,ecb,2026-09-15
2025-01-08,KRW,1461.70,ecb,2026-09-15
2025-01-09,JPY,157.75,ecb,2026-09-15
2025-01-09,KRW,1459.71,ecb,2026-09-15
2025-01-10,JPY,158.06,ecb,2026-09-15
2025-01-10,KRW,1466.73,ecb,2026-09-15
2025-01-13,JPY,157.11,ecb,2026-09-15
2025-01-13,KRW,1468.44,ecb,2026-09-15
2025-01-14,JPY,157.76,ecb,2026-09-15
2025-01-14,KRW,1460.61,ecb,2026-09-15
2025-01-15,JPY,157.04,ecb,2026-09-15
2025-01-15,KRW,1459.37,ecb,2026-09-15
2025-01-16,JPY,156.21,ecb,2026-09-15
2025-01-16,KRW,1459.35,ecb,2026-09-15
2025-01-17,JPY,155.59,ecb,2026-09-15
2025-01-17,KRW,1458.58,ecb,2026-09-15
2025-01-20,JPY,156.42,ecb,2026-09-15
2025-01-20,KRW,1451.34,ecb,2026-09-15
2025-01-21,JPY,155.70,ecb,2026-09-15
2025-01-21,KRW,1441.93,ecb,2026-09-15
2025-01-22,JPY,155.82,ecb,2026-09-15
2025-01-22,KRW,1432.55,ecb,2026-09-15
2025-01-23,JPY,156.27,ecb,2026-09-15
2025-01-23,KRW,1436.85,ecb,2026-09-15
2025-01-24,JPY,156.51,ecb,2026-09-15
2025-01-24,KRW,1433.92,ecb,2026-09-15
2025-01-27,JPY,154.05,ecb,2026-09-15
2025-01-27,KRW,1432.07,ecb,2026-09-15
2025-01-28,JPY,155.32,ecb,2026-09-15
2025-01-28,KRW,1445.94,ecb,2026-09-15
2025-01-29,JPY,155.35,ecb,2026-09-15
2025-01-29,KRW,1446.73,ecb,2026-09-15
2025-01-30,JPY,154.11,ecb,2026-09-15
2025-01-30,KRW,1441.91,ecb,2026-09-15
2025-01-31,JPY,154.90,ecb,2026-09-15
2025-01-31,KRW,1449.65,ecb,2026-09-15
2025-02-03,JPY,154.63,ecb,2026-09-15
2025-02-03,KRW,1463.90,ecb,2026-09-15
2025-02-04,JPY,155.32,ecb,2026-09-15
2025-02-04,KRW,1455.45,ecb,2026-09-15
2025-02-05,JPY,152.80,ecb,2026-09-15
2025-02-05,KRW,1446.55,ecb,2026-09-15
2025-02-06,JPY,152.46,ecb,2026-09-15
2025-02-06,KRW,1450.75,ecb,2026-09-15
2025-02-07,JPY,152.04,ecb,2026-09-15
2025-02-07,KRW,1447.09,ecb,2026-09-15
2025-02-10,JPY,152.05,ecb,2026-09-15
2025-02-10,KRW,1450.40,ecb,2026-09-15
2025-02-11,JPY,152.34,ecb,2026-09-15
2025-02-11,KRW,1453.60,ecb,2026-09-15
2025-02-12,JPY,153.54,ecb,2026-09-15
2025-02-12,KRW,1452.24,ecb,2026-09-15
2025-02-13,JPY,153.79,ecb,2026-09-15
2025-02-13,KRW,1450.93,ecb,2026-09-15
2025-02-14,JPY,152.79,ecb,2026-09-15
2025-02-14,KRW,1440.64,ecb,2026-09-15
2025-02-17,JPY,151.50,ecb,2026-09-15
2025-02-17,KRW,1443.57,ecb,2026-09-15
2025-02-18,JPY,151.77,ecb,2026-09-15
2025-02-18,KRW,1441.87,ecb,2026-09-15
2025-02-19,JPY,151.82,ecb,2026-09-15
2025-02-19,KRW,1442.13,ecb,2026-09-15
2025-02-20,JPY,149.96,ecb,2026-09-15
2025-02-20,KRW,1436.96,ecb,2026-09-15
2025-02-21,JPY,150.46,ecb,2026-09-15
2025-02-21,KRW,1433.50,ecb,2026-09-15
2025-02-24,JPY,149.83,ecb,2026-09-15
2025-02-24,KRW,1427.98,ecb,2026-09-15
2025-02-25,JPY,149.75,ecb,2026-09-15
2025-02-25,KRW,1433.85,ecb,2026-09-15
2025-02-26,JPY,149.42,ecb,2026-09-15
2025-02-26,KRW,1434.49,ecb,2026-09-15
2025-02-27,JPY,149.59,ecb,2026-09-15
2025-02-27,KRW,1443.04,ecb,2026-09-15
2025-02-28,JPY,150.76,ecb,2026-09-15
2025-02-28,KRW,1459.92,ecb,2026-09-15
2025-03-03,JPY,151.29,ecb,2026-09-15
2025-03-03,KRW,1458.60,ecb,2026-09-15
2025-03-04,JPY,148.24,ecb,2026-09-15
2025-03-04,KRW,1456.03,ecb,2026-09-15
2025-03-05,JPY,149.70,ecb,2026-09-15
2025-03-05,KRW,1450.95,ecb,2026-09-15
2025-03-06,JPY,147.50,ecb,2026-09-15
2025-03-06,KRW,1448.25,ecb,2026-09-15
2025-03-07,JPY,147.69,ecb,2026-09-15
2025-03-07,KRW,1446.50,ecb,2026-09-15
2025-03-10,JPY,146.97,ecb,2026-09-15
2025-03-10,KRW,1455.89,ecb,2026-09-15
2025-03-11,JPY,148.02,ecb,2026-09-15
2025-03-11,KRW,1453.96,ecb,2026-09-15
2025-03-12,JPY,149.03,ecb,2026-09-15
2025-03-12,KRW,1452.00,ecb,2026-09-15
2025-03-13,JPY,148.33,ecb,2026-09-15
2025-03-13,KRW,1456.72,ecb,2026-09-15
2025-03-14,JPY,148.66,ecb,2026-09-15
2025-03-14,KRW,1453.64,ecb,2026-09-15
