yyyymm,period_type,imex,dimension,name,value_usd_k,retrieved_at
2021-12,FULL,I,item,무선통신기기,1343113,2026-09-11
2022-01,D10,I,item,가스,2385488,2026-09-11
2022-01,D20,I,item,가스,4018513,2026-09-11
2022-01,FULL,I,item,가스,6393872,2026-09-11
2022-01,D10,I,item,원유,2311248,2026-09-11
2022-01,D20,I,item,원유,4904310,2026-09-11
2022-01,FULL,I,item,원유,7791770,2026-09-11
2022-01,D10,I,item,반도체,1898232,2026-09-11
2022-01,D20,I,item,반도체,4152129,2026-09-11
2022-01,FULL,I,item,반도체,5922089,2026-09-11
2022-01,D10,I,item,석유제품,736134,2026-09-11
2022-01,D20,I,item,석유제품,1558225,2026-09-11
2022-01,FULL,I,item,석유제품,2226541,2026-09-11
2022-01,D10,I,item,석탄,637789,2026-09-11
2022-01,D20,I,item,석탄,1248261,2026-09-11
2022-01,FULL,I,item,석탄,2090214,2026-09-11
2022-01,D10,I,item,기계류,621764,2026-09-11
2022-01,D20,I,item,기계류,1418613,2026-09-11
2022-01,FULL,I,item,기계류,2084558,2026-09-11
2022-01,D10,I,item,반도체제조용장비,529445,2026-09-11
2022-01,D20,I,item,반도체제조용장비,1217215,2026-09-11
2022-01,FULL,I,item,반도체제조용장비,1791376,2026-09-11
2022-01,D10,I,item,정밀기기,399941,2026-09-11
2022-01,D20,I,item,정밀기기,871180,2026-09-11
2022-01,FULL,I,item,정밀기기,1285891,2026-09-11
2022-01,D10,I,item,무선통신기기,299400,2026-09-11
2022-01,D20,I,item,무선통신기기,577679,2026-09-11
2022-01,FULL,I,item,무선통신기기,867974,2026-09-11
2022-01,D10,I,item,승용차,203760,2026-09-11
2022-01,D20,I,item,승용차,594710,2026-09-11
2022-01,FULL,I,item,승용차,783823,2026-09-11
2022-02,D10,I,item,원유,2381823,2026-09-11
2022-02,D20,I,item,원유,4998312,2026-09-11
2022-02,FULL,I,item,원유,7259431,2026-09-11
2022-02,D10,I,item,반도체,2021632,2026-09-11
2022-02,D20,I,item,반도체,3956832,2026-09-11
2022-02,FULL,I,item,반도체,5607340,2026-09-11
2022-02,D10,I,item,가스,1239305,2026-09-11
2022-02,D20,I,item,가스,2172411,2026-09-11
2022-02,FULL,I,item,가스,3567512,2026-09-11
2022-02,D10,I,item,기계류,818727,2026-09-11
2022-02,D20,I,item,기계류,1414950,2026-09-11
2022-02,FULL,I,item,기계류,2089815,2026-09-11
2022-02,D10,I,item,석유제품,749851,2026-09-11
2022-02,D20,I,item,석유제품,1598257,2026-09-11
2022-02,FULL,I,item,석유제품,2415597,2026-09-11
2022-02,D10,I,item,반도체제조용장비,712280,2026-09-11
2022-02,D20,I,item,반도체제조용장비,1378519,2026-09-11
2022-02,FULL,I,item,반도체제조용장비,1837467,2026-09-11
2022-02,D10,I,item,석탄,544143,2026-09-11
2022-02,D20,I,item,석탄,1199509,2026-09-11
2022-02,FULL,I,item,석탄,1969899,2026-09-11
2022-02,D10,I,item,승용차,487056,2026-09-11
2022-02,D20,I,item,승용차,726040,2026-09-11
2022-02,FULL,I,item,승용차,1117074,2026-09-11
2022-02,D10,I,item,정밀기기,483616,2026-09-11
2022-02,D20,I,item,정밀기기,864075,2026-09-11
2022-02,FULL,I,item,정밀기기,1235975,2026-09-11
2022-02,D10,I,item,무선통신기기,216717,2026-09-11
2022-02,D20,I,item,무선통신기기,553195,2026-09-11
2022-02,FULL,I,item,무선통신기기,906809,2026-09-11
2022-03,D10,I,item,원유,2594613,2026-09-11
2022-03,D20,I,item,원유,5455370,2026-09-11
2022-03,FULL,I,item,원유,8466710,2026-09-11
2022-03,D10,I,item,반도체,2101653,2026-09-11
2022-03,D20,I,item,반도체,3912229,2026-09-11
2022-03,FULL,I,item,반도체,6237991,2026-09-11
2022-03,D10,I,item,가스,1765902,2026-09-11
2022-03,D20,I,item,가스,3528500,2026-09-11
2022-03,FULL,I,item,가스,5696569,2026-09-11
2022-03,D10,I,item,석유제품,815974,2026-09-11
2022-03,D20,I,item,석유제품,1746005,2026-09-11
2022-03,FULL,I,item,석유제품,2428360,2026-09-11
2022-03,D10,I,item,기계류,750126,2026-09-11
2022-03,D20,I,item,기계류,1477230,2026-09-11
2022-03,FULL,I,item,기계류,2489480,2026-09-11
2022-03,D10,I,item,석탄,602704,2026-09-11
2022-03,D20,I,item,석탄,1161385,2026-09-11
2022-03,FULL,I,item,석탄,2138297,2026-09-11
2022-03,D10,I,item,반도체제조용장비,545063,2026-09-11
2022-03,D20,I,item,반도체제조용장비,1191963,2026-09-11
2022-03,FULL,I,item,반도체제조용장비,1976529,2026-09-11
2022-03,D10,I,item,정밀기기,472141,2026-09-11
2022-03,D20,I,item,정밀기기,889571,2026-09-11
2022-03,FULL,I,item,정밀기기,1447328,2026-09-11
2022-03,D10,I,item,승용차,372508,2026-09-11
2022-03,D20,I,item,승용차,588739,2026-09-11
2022-03,FULL,I,item,승용차,1121059,2026-09-11
2022-03,D10,I,item,무선통신기기,260018,2026-09-11
2022-03,D20,I,item,무선통신기기,682165,2026-09-11
2022-03,FULL,I,item,무선통신기기,1269132,2026-09-11
2022-04,D10,I,item,원유,3051194,2026-09-11
2022-04,D20,I,item,원유,6802367,2026-09-11
2022-04,FULL,I,item,원유,9594652,2026-09-11
2022-04,D10,I,item,반도체,1624556,2026-09-11
2022-04,D20,I,item,반도체,3976569,2026-09-11
2022-04,FULL,I,item,반도체,5813153,2026-09-11
2022-04,D10,I,item,가스,1091576,2026-09-11
2022-04,D20,I,item,가스,1904258,2026-09-11
2022-04,FULL,I,item,가스,3030539,2026-09-11
2022-04,D10,I,item,석유제품,985669,2026-09-11
2022-04,D20,I,item,석유제품,1944059,2026-09-11
2022-04,FULL,I,item,석유제품,2547145,2026-09-11
2022-04,D10,I,item,반도체제조용장비,746233,2026-09-11
2022-04,D20,I,item,반도체제조용장비,1280242,2026-09-11
2022-04,FULL,I,item,반도체제조용장비,1913970,2026-09-11
2022-04,D10,I,item,기계류,698824,2026-09-11
2022-04,D20,I,item,기계류,1539463,2026-09-11
2022-04,FULL,I,item,기계류,2224411,2026-09-11
2022-04,D10,I,item,석탄,555266,2026-09-11
2022-04,D20,I,item,석탄,1409127,2026-09-11
2022-04,FULL,I,item,석탄,2132908,2026-09-11
2022-04,D10,I,item,정밀기기,436263,2026-09-11
2022-04,D20,I,item,정밀기기,971141,2026-09-11
2022-04,FULL,I,item,정밀기기,1375374,2026-09-11
2022-04,D10,I,item,승용차,407248,2026-09-11
2022-04,D20,I,item,승용차,788282,2026-09-11
2022-04,FULL,I,item,승용차,1094495,2026-09-11
2022-04,D10,I,item,무선통신기기,222947,2026-09-11
2022-04,D20,I,item,무선통신기기,541640,2026-09-11
2022-04,FULL,I,item,무선통신기기,989194,2026-09-11
2022-05,D10,I,item,원유,3085429,2026-09-11
2022-05,D20,I,item,원유,7149207,2026-09-11
2022-05,FULL,I,item,원유,8945185,2026-09-11
2022-05,D10,I,item,반도체,1906818,2026-09-11
2022-05,D20,I,item,반도체,4221062,2026-09-11
2022-05,FULL,I,item,반도체,6172927,2026-09-11
2022-05,D10,I,item,석유제품,974960,2026-09-11
2022-05,D20,I,item,석유제품,1675289,2026-09-11
2022-05,FULL,I,item,석유제품,2304710,2026-09-11
2022-05,D10,I,item,가스,814443,2026-09-11
2022-05,D20,I,item,가스,2023092,2026-09-11
2022-05,FULL,I,item,가스,3062921,2026-09-11
2022-05,D10,I,item,기계류,744299,2026-09-11
2022-05,D20,I,item,기계류,1589045,2026-09-11
2022-05,FULL,I,item,기계류,2438016,2026-09-11
2022-05,D10,I,item,반도체제조용장비,671016,2026-09-11
2022-05,D20,I,item,반도체제조용장비,1470323,2026-09-11
2022-05,FULL,I,item,반도체제조용장비,2235554,2026-09-11
2022-05,D10,I,item,석탄,654043,2026-09-11
2022-05,D20,I,item,석탄,1971107,2026-09-11
2022-05,FULL,I,item,석탄,2794455,2026-09-11
2022-05,D10,I,item,승용차,559345,2026-09-11
2022-05,D20,I,item,승용차,920748,2026-09-11
2022-05,FULL,I,item,승용차,1310828,2026-09-11
2022-05,D10,I,item,정밀기기,444987,2026-09-11
2022-05,D20,I,item,정밀기기,900819,2026-09-11
2022-05,FULL,I,item,정밀기기,1384857,2026-09-11
2022-05,D10,I,item,무선통신기기,265515,2026-09-11
2022-05,D20,I,item,무선통신기기,592014,2026-09-11
2022-05,FULL,I,item,무선통신기기,1011107,2026-09-11
2022-06,D10,I,item,원유,3736005,2026-09-11
2022-06,D20,I,item,원유,6023117,2026-09-11
2022-06,FULL,I,item,원유,8553251,2026-09-11
2022-06,D10,I,item,반도체,2453140,2026-09-11
2022-06,D20,I,item,반도체,4471493,2026-09-11
2022-06,FULL,I,item,반도체,6802954,2026-09-11
2022-06,D10,I,item,석탄,1173711,2026-09-11
2022-06,D20,I,item,석탄,1661734,2026-09-11
2022-06,FULL,I,item,석탄,2862703,2026-09-11
2022-06,D10,I,item,석유제품,936463,2026-09-11
2022-06,D20,I,item,석유제품,1531959,2026-09-11
2022-06,FULL,I,item,석유제품,2325734,2026-09-11
2022-06,D10,I,item,가스,816417,2026-09-11
2022-06,D20,I,item,가스,1549899,2026-09-11
2022-06,FULL,I,item,가스,2328645,2026-09-11
2022-06,D10,I,item,기계류,724512,2026-09-11
2022-06,D20,I,item,기계류,1519034,2026-09-11
2022-06,FULL,I,item,기계류,2420704,2026-09-11
2022-06,D10,I,item,반도체제조용장비,524053,2026-09-11
2022-06,D20,I,item,반도체제조용장비,1179879,2026-09-11
2022-06,FULL,I,item,반도체제조용장비,2183413,2026-09-11
2022-06,D10,I,item,정밀기기,428148,2026-09-11
2022-06,D20,I,item,정밀기기,874396,2026-09-11
2022-06,FULL,I,item,정밀기기,1355952,2026-09-11
2022-06,D10,I,item,승용차,346306,2026-09-11
2022-06,D20,I,item,승용차,651659,2026-09-11
2022-06,FULL,I,item,승용차,1053632,2026-09-11
2022-06,D10,I,item,무선통신기기,247831,2026-09-11
2022-06,D20,I,item,무선통신기기,510468,2026-09-11
2022-06,FULL,I,item,무선통신기기,923958,2026-09-11
2021-07,D10,E,country,중국,3803451,2026-09-11
2021-07,D20,E,country,중국,8286978,2026-09-11
2021-07,FULL,E,country,중국,13586374,2026-09-11
2021-07,D10,E,country,미국,2563470,2026-09-11
2021-07,D20,E,country,미국,5162375,2026-09-11
2021-07,FULL,E,country,미국,8724016,2026-09-11
2021-07,D10,E,country,유럽연합,1450119,2026-09-11
2021-07,D20,E,country,유럽연합,3266686,2026-09-11
2021-07,FULL,E,country,유럽연합,5327622,2026-09-11
2021-07,D10,E,country,베트남,1442639,2026-09-11
2021-07,D20,E,country,베트남,2988179,2026-09-11
2021-07,FULL,E,country,베트남,4934034,2026-09-11
2021-07,D10,E,country,일본,797536,2026-09-11
2021-07,D20,E,country,일본,1570991,2026-09-11
2021-07,FULL,E,country,일본,2565014,2026-09-11
2021-07,D10,E,country,대만,521053,2026-09-11
2021-07,D20,E,country,대만,1115783,2026-09-11
2021-07,FULL,E,country,대만,2022050,2026-09-11
2021-07,D10,E,country,싱가포르,480841,2026-09-11
2021-07,D20,E,country,싱가포르,1120892,2026-09-11
2021-07,FULL,E,country,싱가포르,1582735,2026-09-11
2021-07,D10,E,country,홍콩,424603,2026-09-11
2021-07,D20,E,country,홍콩,1020219,2026-09-11
2021-07,FULL,E,country,홍콩,2872361,2026-09-11
2021-07,D10,E,country,인도,311487,2026-09-11
2021-07,D20,E,country,인도,696838,2026-09-11
2021-07,FULL,E,country,인도,1229935,2026-09-11
2021-07,D10,E,country,말레이시아,203310,2026-09-11
2021-07,D20,E,country,말레이시아,473378,2026-09-11
2021-07,FULL,E,country,말레이시아,745959,2026-09-11
2021-08,D10,E,country,중국,4023053,2026-09-11
2021-08,D20,E,country,중국,9138127,2026-09-11
2021-08,FULL,E,country,중국,13881328,2026-09-11
2021-08,D10,E,country,미국,1652512,2026-09-11
2021-08,D20,E,country,미국,4709862,2026-09-11
2021-08,FULL,E,country,미국,7704224,2026-09-11
2021-08,D10,E,country,베트남,1325626,2026-09-11
2021-08,D20,E,country,베트남,2995384,2026-09-11
2021-08,FULL,E,country,베트남,4850338,2026-09-11
2021-08,D10,E,country,유럽연합,983147,2026-09-11
2021-08,D20,E,country,유럽연합,2778529,2026-09-11
2021-08,FULL,E,country,유럽연합,5035500,2026-09-11
2021-08,D10,E,country,대만,627547,2026-09-11
2021-08,D20,E,country,대만,1312311,2026-09-11
2021-08,FULL,E,country,대만,2138340,2026-09-11
2021-08,D10,E,country,홍콩,592088,2026-09-11
2021-08,D20,E,country,홍콩,1405630,2026-09-11
2021-08,FULL,E,country,홍콩,3415829,2026-09-11
2021-08,D10,E,country,일본,579560,2026-09-11
2021-08,D20,E,country,일본,1562476,2026-09-11
2021-08,FULL,E,country,일본,2522980,2026-09-11
2021-08,D10,E,country,인도,329256,2026-09-11
2021-08,D20,E,country,인도,879873,2026-09-11
2021-08,FULL,E,country,인도,1285755,2026-09-11
2021-08,D10,E,country,싱가포르,268335,2026-09-11
2021-08,D20,E,country,싱가포르,646758,2026-09-11
2021-08,FULL,E,country,싱가포르,1116604,2026-09-11
2021-08,D10,E,country,말레이시아,200164,2026-09-11
2021-08,D20,E,country,말레이시아,416064,2026-09-11
2021-08,FULL,E,country,말레이시아,714211,2026-09-11
2021-09,D10,E,country,중국,5226105,2026-09-11
2021-09,D20,E,country,중국,9609787,2026-09-11
2021-09,FULL,E,country,중국,14291980,2026-09-11
2021-09,D10,E,country,미국,2833039,2026-09-11
2021-09,D20,E,country,미국,5069928,2026-09-11
2021-09,FULL,E,country,미국,7983934,2026-09-11
2021-09,D10,E,country,유럽연합,2198758,2026-09-11
2021-09,D20,E,country,유럽연합,3781137,2026-09-11
2021-09,FULL,E,country,유럽연합,5459807,2026-09-11
2021-09,D10,E,country,베트남,1683255,2026-09-11
2021-09,D20,E,country,베트남,3304135,2026-09-11
2021-09,FULL,E,country,베트남,5101701,2026-09-11
2021-09,D10,E,country,일본,1005605,2026-09-11
2021-09,D20,E,country,일본,1672398,2026-09-11
2021-09,FULL,E,country,일본,2541018,2026-09-11
2021-09,D10,E,country,홍콩,690402,2026-09-11
2021-09,D20,E,country,홍콩,1524581,2026-09-11
2021-09,FULL,E,country,홍콩,3852088,2026-09-11
2021-09,D10,E,country,대만,688715,2026-09-11
2021-09,D20,E,country,대만,1339433,2026-09-11
2021-09,FULL,E,country,대만,2206938,2026-09-11
2021-09,D10,E,country,싱가포르,577161,2026-09-11
2021-09,D20,E,country,싱가포르,978833,2026-09-11
2021-09,FULL,E,country,싱가포르,1332202,2026-09-11
2021-09,D10,E,country,인도,531294,2026-09-11
2021-09,D20,E,country,인도,1039099,2026-09-11
2021-09,FULL,E,country,인도,1493611,2026-09-11
2021-09,D10,E,country,말레이시아,222713,2026-09-11
2021-09,D20,E,country,말레이시아,468738,2026-09-11
2021-09,FULL,E,country,말레이시아,842732,2026-09-11
2021-10,D10,E,country,중국,3899036,2026-09-11
2021-10,D20,E,country,중국,9108605,2026-09-11
2021-10,FULL,E,country,중국,14415867,2026-09-11
2021-10,D10,E,country,미국,2077835,2026-09-11
2021-10,D20,E,country,미국,4838911,2026-09-11
2021-10,FULL,E,country,미국,8066783,2026-09-11
2021-10,D10,E,country,베트남,1450197,2026-09-11
2021-10,D20,E,country,베트남,3084816,2026-09-11
2021-10,FULL,E,country,베트남,4904971,2026-09-11
2021-10,D10,E,country,유럽연합,1279395,2026-09-11
2021-10,D20,E,country,유럽연합,3381551,2026-09-11
2021-10,FULL,E,country,유럽연합,5088835,2026-09-11
2021-10,D10,E,country,일본,833546,2026-09-11
2021-10,D20,E,country,일본,1660633,2026-09-11
2021-10,FULL,E,country,일본,2614684,2026-09-11
2021-10,D10,E,country,대만,662076,2026-09-11
2021-10,D20,E,country,대만,1364322,2026-09-11
2021-10,FULL,E,country,대만,2226232,2026-09-11
2021-10,D10,E,country,싱가포르,408583,2026-09-11
2021-10,D20,E,country,싱가포르,819848,2026-09-11
2021-10,FULL,E,country,싱가포르,1353718,2026-09-11
2021-10,D10,E,country,인도,375083,2026-09-11
2021-10,D20,E,country,인도,856876,2026-09-11
2021-10,FULL,E,country,인도,1401205,2026-09-11
2021-10,D10,E,country,홍콩,320536,2026-09-11
2021-10,D20,E,country,홍콩,972612,2026-09-11
2021-10,FULL,E,country,홍콩,2739663,2026-09-11
2021-10,D10,E,country,말레이시아,318166,2026-09-11
2021-10,D20,E,country,말레이시아,668917,2026-09-11
2021-10,FULL,E,country,말레이시아,1025860,2026-09-11
2021-11,D10,E,country,중국,5208219,2026-09-11
2021-11,D20,E,country,중국,10315711,2026-09-11
2021-11,FULL,E,country,중국,15272549,2026-09-11
2021-11,D10,E,country,미국,2510378,2026-09-11
2021-11,D20,E,country,미국,5143018,2026-09-11
2021-11,FULL,E,country,미국,8133640,2026-09-11
2021-11,D10,E,country,유럽연합,1740980,2026-09-11
2021-11,D20,E,country,유럽연합,3385562,2026-09-11
2021-11,FULL,E,country,유럽연합,5299695,2026-09-11
2021-11,D10,E,country,베트남,1646226,2026-09-11
2021-11,D20,E,country,베트남,3582173,2026-09-11
2021-11,FULL,E,country,베트남,5478297,2026-09-11
2021-11,D10,E,country,대만,831656,2026-09-11
2021-11,D20,E,country,대만,1554200,2026-09-11
2021-11,FULL,E,country,대만,2398739,2026-09-11
2021-11,D10,E,country,일본,824798,2026-09-11
2021-11,D20,E,country,일본,1793213,2026-09-11
2021-11,FULL,E,country,일본,2813250,2026-09-11
2021-11,D10,E,country,홍콩,783712,2026-09-11
2021-11,D20,E,country,홍콩,1494624,2026-09-11
2021-11,FULL,E,country,홍콩,3232583,2026-09-11
2021-11,D10,E,country,싱가포르,464783,2026-09-11
2021-11,D20,E,country,싱가포르,948863,2026-09-11
2021-11,FULL,E,country,싱가포르,1463579,2026-09-11
2021-11,D10,E,country,인도,404935,2026-09-11
2021-11,D20,E,country,인도,976913,2026-09-11
2021-11,FULL,E,country,인도,1473320,2026-09-11
2021-11,D10,E,country,말레이시아,344197,2026-09-11
2021-11,D20,E,country,말레이시아,677396,2026-09-11
2021-11,FULL,E,country,말레이시아,954468,2026-09-11
2021-12,D10,E,country,중국,5151331,2026-09-11
2021-12,D20,E,country,중국,9809660,2026-09-11
2021-12,FULL,E,country,중국,15342563,2026-09-11
2021-12,D10,E,country,미국,2604658,2026-09-11
2021-12,D20,E,country,미국,5056142,2026-09-11
2021-12,FULL,E,country,미국,8787542,2026-09-11
2021-12,D10,E,country,유럽연합,2095787,2026-09-11
2021-12,D20,E,country,유럽연합,4005956,2026-09-11
2021-12,FULL,E,country,유럽연합,5972454,2026-09-11
2021-12,D10,E,country,베트남,1953918,2026-09-11
2021-12,D20,E,country,베트남,3664167,2026-09-11
2021-12,FULL,E,country,베트남,5617023,2026-09-11
2021-12,D10,E,country,일본,1067919,2026-09-11
2021-12,D20,E,country,일본,1853634,2026-09-11
2021-12,FULL,E,country,일본,2712571,2026-09-11
2021-12,D10,E,country,홍콩,700555,2026-09-11
2021-12,D20,E,country,홍콩,1469246,2026-09-11
2021-12,FULL,E,country,홍콩,3444273,2026-09-11
2021-12,D10,E,country,대만,656805,2026-09-11
2021-12,D20,E,country,대만,1328645,2026-09-11
2021-12,FULL,E,country,대만,2333288,2026-09-11
2021-12,D10,E,country,말레이시아,476554,2026-09-11
2021-12,D20,E,country,말레이시아,750532,2026-09-11
2021-12,FULL,E,country,말레이시아,1226627,2026-09-11
2021-12,D10,E,country,인도,450273,2026-09-11
2021-12,D20,E,country,인도,852838,2026-09-11
2021-12,FULL,E,country,인도,1314390,2026-09-11
2021-12,D10,E,country,싱가포르,426922,2026-09-11
2021-12,D20,E,country,싱가포르,877585,2026-09-11
2021-12,FULL,E,country,싱가포르,1411021,2026-09-11
2022-01,D10,E,country,중국,3841357,2026-09-11
2022-01,D20,E,country,중국,8951176,2026-09-11
2022-01,FULL,E,country,중국,13369829,2026-09-11
2022-01,D10,E,country,미국,1945855,2026-09-11
2022-01,D20,E,country,미국,5055710,2026-09-11
2022-01,FULL,E,country,미국,8569920,2026-09-11
2022-01,D10,E,country,베트남,1463100,2026-09-11
2022-01,D20,E,country,베트남,3269610,2026-09-11
2022-01,FULL,E,country,베트남,5305471,2026-09-11
2022-01,D10,E,country,유럽연합,1170158,2026-09-11
2022-01,D20,E,country,유럽연합,3345427,2026-09-11
2022-01,FULL,E,country,유럽연합,5415309,2026-09-11
2022-01,D10,E,country,일본,652656,2026-09-11
2022-01,D20,E,country,일본,1627798,2026-09-11
2022-01,FULL,E,country,일본,2617191,2026-09-11
2022-01,D10,E,country,대만,551872,2026-09-11
2022-01,D20,E,country,대만,1165363,2026-09-11
2022-01,FULL,E,country,대만,1888769,2026-09-11
2022-01,D10,E,country,인도,375069,2026-09-11
2022-01,D20,E,country,인도,914246,2026-09-11
2022-01,FULL,E,country,인도,1465043,2026-09-11
2022-01,D10,E,country,홍콩,372813,2026-09-11
2022-01,D20,E,country,홍콩,1256132,2026-09-11
2022-01,FULL,E,country,홍콩,2497240,2026-09-11
2022-01,D10,E,country,싱가포르,347807,2026-09-11
2022-01,D20,E,country,싱가포르,783838,2026-09-11
2022-01,FULL,E,country,싱가포르,1375445,2026-09-11
2022-01,D10,E,country,말레이시아,245733,2026-09-11
2022-01,D20,E,country,말레이시아,580189,2026-09-11
2022-01,FULL,E,country,말레이시아,852348,2026-09-11
2022-02,D10,E,country,중국,4069820,2026-09-11
2022-02,D20,E,country,중국,8624815,2026-09-11
2022-02,FULL,E,country,중국,13042436,2026-09-11
2022-02,D10,E,country,미국,2196258,2026-09-11
2022-02,D20,E,country,미국,4648530,2026-09-11
2022-02,FULL,E,country,미국,7740905,2026-09-11
2022-02,D10,E,country,베트남,1566081,2026-09-11
2022-02,D20,E,country,베트남,3554893,2026-09-11
2022-02,FULL,E,country,베트남,5236007,2026-09-11
2022-02,D10,E,country,유럽연합,1468424,2026-09-11
2022-02,D20,E,country,유럽연합,3652345,2026-09-11
2022-02,FULL,E,country,유럽연합,5480970,2026-09-11
2022-02,D10,E,country,일본,782487,2026-09-11
2022-02,D20,E,country,일본,1645914,2026-09-11
2022-02,FULL,E,country,일본,2480974,2026-09-11
2022-02,D10,E,country,대만,677379,2026-09-11
2022-02,D20,E,country,대만,1429896,2026-09-11
2022-02,FULL,E,country,대만,2243277,2026-09-11
2022-02,D10,E,country,홍콩,584667,2026-09-11
2022-02,D20,E,country,홍콩,1308277,2026-09-11
2022-02,FULL,E,country,홍콩,2413335,2026-09-11
2022-02,D10,E,country,인도,407518,2026-09-11
2022-02,D20,E,country,인도,909219,2026-09-11
2022-02,FULL,E,country,인도,1351392,2026-09-11
2022-02,D10,E,country,싱가포르,379977,2026-09-11
2022-02,D20,E,country,싱가포르,762118,2026-09-11
2022-02,FULL,E,country,싱가포르,1426093,2026-09-11
2022-02,D10,E,country,말레이시아,297835,2026-09-11
2022-02,D20,E,country,말레이시아,557014,2026-09-11
2022-02,FULL,E,country,말레이시아,905119,2026-09-11
2022-03,D10,E,country,중국,4911391,2026-09-11
2022-03,D20,E,country,중국,9698813,2026-09-11
2022-03,FULL,E,country,중국,15642332,2026-09-11
2022-03,D10,E,country,미국,2662602,2026-09-11
2022-03,D20,E,country,미국,5360984,2026-09-11
2022-03,FULL,E,country,미국,9638757,2026-09-11
2022-03,D10,E,country,유럽연합,1831585,2026-09-11
2022-03,D20,E,country,유럽연합,3852088,2026-09-11
2022-03,FULL,E,country,유럽연합,6215615,2026-09-11
2022-03,D10,E,country,베트남,1830341,2026-09-11
2022-03,D20,E,country,베트남,3731773,2026-09-11
2022-03,FULL,E,country,베트남,6136686,2026-09-11
2022-03,D10,E,country,대만,908941,2026-09-11
2022-03,D20,E,country,대만,1659084,2026-09-11
2022-03,FULL,E,country,대만,2621276,2026-09-11
2022-03,D10,E,country,일본,818122,2026-09-11
2022-03,D20,E,country,일본,1567060,2026-09-11
2022-03,FULL,E,country,일본,2775632,2026-09-11
2022-03,D10,E,country,홍콩,654071,2026-09-11
2022-03,D20,E,country,홍콩,1358804,2026-09-11
2022-03,FULL,E,country,홍콩,2845963,2026-09-11
2022-03,D10,E,country,싱가포르,651268,2026-09-11
2022-03,D20,E,country,싱가포르,1192539,2026-09-11
2022-03,FULL,E,country,싱가포르,2118976,2026-09-11
2022-03,D10,E,country,인도,433263,2026-09-11
2022-03,D20,E,country,인도,931615,2026-09-11
2022-03,FULL,E,country,인도,1508013,2026-09-11
2022-03,D10,E,country,말레이시아,264437,2026-09-11
2022-03,D20,E,country,말레이시아,513509,2026-09-11
2022-03,FULL,E,country,말레이시아,982354,2026-09-11
2022-04,D10,E,country,중국,3915233,2026-09-11
2022-04,D20,E,country,중국,8604312,2026-09-11
2022-04,FULL,E,country,중국,12949234,2026-09-11
2022-04,D10,E,country,미국,2304884,2026-09-11
2022-04,D20,E,country,미국,5810764,2026-09-11
2022-04,FULL,E,country,미국,9605726,2026-09-11
2022-04,D10,E,country,베트남,1589165,2026-09-11
2022-04,D20,E,country,베트남,3565052,2026-09-11
2022-04,FULL,E,country,베트남,5405345,2026-09-11
2022-04,D10,E,country,유럽연합,1372761,2026-09-11
2022-04,D20,E,country,유럽연합,3623843,2026-09-11
2022-04,FULL,E,country,유럽연합,5542786,2026-09-11
2022-04,D10,E,country,일본,752589,2026-09-11
2022-04,D20,E,country,일본,1785258,2026-09-11
2022-04,FULL,E,country,일본,2624894,2026-09-11
2022-04,D10,E,country,대만,532743,2026-09-11
2022-04,D20,E,country,대만,1360754,2026-09-11
2022-04,FULL,E,country,대만,2309273,2026-09-11
2022-04,D10,E,country,싱가포르,475394,2026-09-11
2022-04,D20,E,country,싱가포르,1079075,2026-09-11
2022-04,FULL,E,country,싱가포르,1857721,2026-09-11
2022-04,D10,E,country,인도,388622,2026-09-11
2022-04,D20,E,country,인도,1008076,2026-09-11
2022-04,FULL,E,country,인도,1540595,2026-09-11
2022-04,D10,E,country,홍콩,346943,2026-09-11
2022-04,D20,E,country,홍콩,951374,2026-09-11
2022-04,FULL,E,country,홍콩,2299944,2026-09-11
2022-04,D10,E,country,말레이시아,239144,2026-09-11
2022-04,D20,E,country,말레이시아,528027,2026-09-11
2022-04,FULL,E,country,말레이시아,1012967,2026-09-11
2022-05,D10,E,country,중국,3758374,2026-09-11
2022-05,D20,E,country,중국,8870589,2026-09-11
2022-05,FULL,E,country,중국,13419779,2026-09-11
2022-05,D10,E,country,미국,2343725,2026-09-11
2022-05,D20,E,country,미국,5926634,2026-09-11
2022-05,FULL,E,country,미국,9620649,2026-09-11
2022-05,D10,E,country,유럽연합,1446721,2026-09-11
2022-05,D20,E,country,유럽연합,3765513,2026-09-11
2022-05,FULL,E,country,유럽연합,6041565,2026-09-11
2022-05,D10,E,country,베트남,1442745,2026-09-11
2022-05,D20,E,country,베트남,3309543,2026-09-11
2022-05,FULL,E,country,베트남,4951819,2026-09-11
2022-05,D10,E,country,대만,972715,2026-09-11
2022-05,D20,E,country,대만,1914072,2026-09-11
2022-05,FULL,E,country,대만,2949302,2026-09-11
2022-05,D10,E,country,일본,827029,2026-09-11
2022-05,D20,E,country,일본,1867783,2026-09-11
2022-05,FULL,E,country,일본,2830500,2026-09-11
2022-05,D10,E,country,싱가포르,580027,2026-09-11
2022-05,D20,E,country,싱가포르,1125088,2026-09-11
2022-05,FULL,E,country,싱가포르,1652991,2026-09-11
2022-05,D10,E,country,인도,428272,2026-09-11
2022-05,D20,E,country,인도,1060656,2026-09-11
2022-05,FULL,E,country,인도,1700823,2026-09-11
2022-05,D10,E,country,홍콩,324229,2026-09-11
2022-05,D20,E,country,홍콩,954041,2026-09-11
2022-05,FULL,E,country,홍콩,2637335,2026-09-11
